,date,team_1,team_2,win_1,win_2
665,2012-06-09,RSA,ENG,True,False
666,2012-06-09,NZL,IRE,True,False
667,2012-06-10,FIJ,SAM,False,True
668,2012-06-10,JPN,TGA,False,True
669,2012-06-12,POR,ITA,False,True
670,2012-06-12,ROU,ArJ,True,False
671,2012-06-12,RUS,URU,True,False
672,2012-06-15,CAN,ITA,False,True
673,2012-06-16,RSA,ENG,True,False
674,2012-06-16,AUS,WAL,True,False
675,2012-06-16,USA,GEO,True,False
676,2012-06-16,NZL,IRE,True,False
677,2012-06-16,ARG,FRA,True,False
678,2012-06-16,FIJ,SCO,False,True
679,2012-06-17,SAM,JPN,True,False
680,2012-06-17,RUS,ArJ,False,True
681,2012-06-17,POR,URU,False,True
682,2012-06-17,ROU,ITA,True,False
683,2012-06-23,USA,ITA,False,True
684,2012-06-23,CAN,GEO,True,False
685,2012-06-23,BER,GUY,True,False
686,2012-06-23,ARG,FRA,False,True
687,2012-06-23,AUS,WAL,True,False
688,2012-06-23,TGA,FIJ,False,True
689,2012-06-23,SAM,SCO,False,True
690,2012-06-23,BUL,HUN,True,False
691,2012-06-23,NZL,IRE,True,False
692,2012-06-26,CAM,BRU,False,True
693,2012-06-28,LAO,BRU,True,False
694,2012-06-30,BOT,SWZ,True,False
695,2012-06-30,CAM,LAO,False,True
696,2012-07-04,MAD,MAR,True,False
697,2012-07-04,NAM,SEN,True,False
698,2012-07-08,MAR,SEN,False,True
699,2012-07-08,MAD,NAM,True,False
700,2012-07-10,TUN,ZIM,False,True
701,2012-07-10,UGA,KEN,True,False
702,2012-07-14,THA,IND,True,False
703,2012-07-14,TUN,KEN,False,True
704,2012-07-14,ZIM,UGA,True,False
705,2012-07-22,MRI,NGR,True,False
706,2012-07-22,BOT,ZAM,True,False
707,2012-07-25,CIV,NGR,True,False
708,2012-07-28,CIV,ZAM,True,False
709,2012-07-28,BOT,MRI,True,False
710,2012-08-18,RSA,ARG,True,False
711,2012-08-18,AUS,NZL,False,True
712,2012-08-25,NZL,AUS,True,False
713,2012-09-08,NZL,ARG,True,False
714,2012-09-08,AUS,RSA,True,False
715,2012-09-08,NOR,DEN,False,True
716,2012-09-09,PAR,COL,True,False
717,2012-09-09,VEN,PER,True,False
718,2012-09-12,PAR,PER,True,False
719,2012-09-12,VEN,COL,False,True
720,2012-09-15,VEN,PAR,False,True
721,2012-09-15,NZL,RSA,True,False
722,2012-09-15,AUS,ARG,True,False
723,2012-09-15,COL,PER,True,False
724,2012-09-29,RSA,AUS,True,False
725,2012-09-29,PAR,BER,True,False
726,2012-09-29,ARG,NZL,False,True
727,2012-10-06,ARG,AUS,False,True
728,2012-10-06,RSA,NZL,False,True
729,2012-10-06,FIN,LUX,False,True
730,2012-10-06,CZE,POL,False,True
731,2012-10-06,HUN,BUL,True,False
732,2012-10-11,TGA,SAM,True,False
733,2012-10-12,USA,ArJ,False,True
734,2012-10-12,CAN,URU,True,False
735,2012-10-13,ISR,SRB,True,False
736,2012-10-15,FIJ,SAM,True,False
737,2012-10-16,URU,ArJ,False,True
738,2012-10-16,CAN,USA,True,False
739,2012-10-19,TGA,FIJ,False,True
740,2012-10-20,BUL,AUT,True,False
741,2012-10-20,NOR,FIN,True,False
742,2012-10-20,SWE,UKR,False,True
743,2012-10-20,URU,USA,True,False
744,2012-10-20,CAN,ArJ,False,True
745,2012-10-27,SLO,HUN,True,False
746,2012-10-27,BRA,PAR,True,False
747,2012-10-27,AND,ISR,False,True
748,2012-10-27,CRO,MLT,True,False
749,2012-10-27,GER,UKR,True,False
750,2012-10-27,SRB,LAT,True,False
751,2012-10-27,SWE,MDA,True,False
752,2012-11-03,SUI,CRO,True,False
753,2012-11-03,MLT,LTU,True,False
754,2012-11-03,NOR,BIH,True,False
755,2012-11-03,LAT,DEN,True,False
756,2012-11-03,NZH,NZM,True,False
757,2012-11-03,POL,GER,True,False
758,2012-11-03,SRB,AND,False,True
759,2012-11-04,OXU,RUS,False,True
760,2012-11-09,RUS,USA,False,True
761,2012-11-09,SAM,CAN,True,False
762,2012-11-10,SAM,NZH,False,True
763,2012-11-10,LTU,NED,False,True
764,2012-11-10,CZE,SWE,False,True
765,2012-11-10,LUX,NOR,True,False
766,2012-11-10,ITA,TGA,True,False
767,2012-11-10,ROU,JPN,False,True
768,2012-11-10,ENG,FIJ,True,False
769,2012-11-10,WAL,ARG,False,True
770,2012-11-10,IRE,RSA,False,True
771,2012-11-10,NAM,ZIM,True,False
772,2012-11-10,FRA,AUS,True,False
773,2012-11-11,TUR,SVK,True,False
774,2012-11-11,SCO,NZL,False,True
775,2012-11-11,URU,POR,False,True
776,2012-11-14,SVK,AZE,True,False
777,2012-11-14,ESP,ZIM,True,False
778,2012-11-16,WAL,SAM,False,True
779,2012-11-17,AUT,CYP,False,True
780,2012-11-17,GEO,JPN,False,True
781,2012-11-17,CHI,POR,False,True
782,2012-11-17,CAN,RUS,True,False
783,2012-11-17,TGA,USA,True,False
784,2012-11-17,IRE,FIJ,True,False
785,2012-11-17,SCO,RSA,False,True
786,2012-11-17,ENG,AUS,False,True
787,2012-11-17,FRA,ARG,True,False
788,2012-11-17,ITA,NZL,False,True
789,2012-11-17,NAM,ESP,False,True
790,2012-11-17,TUR,AZE,True,False
791,2012-11-17,RFC,MAB,False,True
792,2012-11-17,UKR,CZE,True,False
793,2012-11-17,GRE,BIH,True,False
794,2012-11-17,GER,MDA,True,False
795,2012-11-17,NED,SUI,True,False
796,2012-11-23,CAN,MAB,False,True
797,2012-11-24,IRE,ARG,True,False
798,2012-11-24,ITA,AUS,False,True
799,2012-11-24,ROU,USA,False,True
800,2012-11-24,ENG,RSA,False,True
801,2012-11-24,SCO,TGA,False,True
802,2012-11-24,FRA,SAM,True,False
803,2012-11-24,WAL,NZL,False,True
804,2012-11-24,GEO,FIJ,False,True
805,2012-11-25,FRB,JPN,True,False
806,2012-12-01,WAL,AUS,False,True
807,2012-12-01,ENG,NZL,True,False
808,2012-12-08,UAE,BEL,False,True
809,2012-12-08,CYP,SLO,True,False
810,2012-12-08,HKG,ZIM,True,False
811,2012-12-11,ZIM,BEL,False,True
812,2012-12-11,UAE,HKG,False,True
813,2012-12-14,UAE,ZIM,False,True
814,2012-12-14,HKG,BEL,False,True
815,2013-01-12,CUW,VIN,True,False
816,2013-01-19,TCA,JAM,False,True
817,2013-01-26,LCA,IVB,False,True
818,2013-02-02,RUS,ESP,True,False
819,2013-02-02,ENG,SCO,True,False
820,2013-02-02,POR,ROU,False,True
821,2013-02-02,BEL,GEO,False,True
822,2013-02-02,WAL,IRE,False,True
823,2013-02-03,ITA,FRA,True,False
824,2013-02-09,FRA,WAL,False,True
825,2013-02-09,SCO,ITA,True,False
826,2013-02-09,ROU,RUS,True,False
827,2013-02-09,GEO,POR,True,False
828,2013-02-10,IRE,ENG,False,True
829,2013-02-15,IVB,CUW,False,True
830,2013-02-23,ENG,FRA,True,False
831,2013-02-23,ITA,WAL,False,True
832,2013-02-23,ESP,ROU,False,True
833,2013-02-23,POR,BEL,True,False
834,2013-02-23,RUS,GEO,False,True
835,2013-02-24,SCO,IRE,True,False
836,2013-03-09,SCO,WAL,False,True
837,2013-03-09,BEL,ROU,False,True
838,2013-03-09,POR,RUS,False,True
839,2013-03-09,GEO,ESP,True,False
840,2013-03-09,CZE,GER,False,True
841,2013-03-10,ENG,ITA,True,False
842,2013-03-16,MDA,CZE,True,False
843,2013-03-16,CYP,BUL,True,False
844,2013-03-16,RUS,BEL,True,False
845,2013-03-16,ITA,IRE,True,False
846,2013-03-16,WAL,ENG,True,False
847,2013-03-16,FRA,SCO,True,False
848,2013-03-30,AND,LAT,False,True
849,2013-03-30,POL,UKR,True,False
850,2013-03-30,GRE,FIN,False,True
851,2013-03-31,KAZ,THA,False,True
852,2013-03-31,SRI,TPE,True,False
853,2013-04-03,KAZ,TPE,True,False
854,2013-04-03,SRI,THA,True,False
855,2013-04-06,AUT,HUN,False,True
856,2013-04-06,MLT,SUI,False,True
857,2013-04-06,ISR,LAT,True,False
858,2013-04-06,SRI,KAZ,True,False
859,2013-04-06,TPE,THA,True,False
860,2013-04-06,BUL,SLO,True,False
861,2013-04-06,GER,SWE,True,False
862,2013-04-07,UKR,MDA,False,True
863,2013-04-07,BAR,CUW,True,False
864,2013-04-13,NED,MLT,True,False
865,2013-04-13,MDA,POL,True,False
866,2013-04-13,DEN,SRB,True,False
867,2013-04-13,BIH,LUX,True,False
868,2013-04-13,GRE,NOR,True,False
869,2013-04-13,SUI,LTU,True,False
870,2013-04-16,BRA,MEX,True,False
871,2013-04-20,CRO,NED,False,True
872,2013-04-20,HUN,CYP,False,True
873,2013-04-20,ISR,DEN,True,False
874,2013-04-20,BRA,MEX,True,False
875,2013-04-20,LUX,GRE,True,False
876,2013-04-20,SLO,AUT,True,False
877,2013-04-20,HKG,UAE,True,False
878,2013-04-20,JPN,PHI,True,False
879,2013-04-20,BIH,FIN,True,False
880,2013-04-26,UAE,KOR,False,True
881,2013-04-27,HKG,JPN,False,True
882,2013-04-27,LTU,CRO,True,False
883,2013-04-27,URU,ARG,False,True
884,2013-04-27,CHI,BRA,True,False
885,2013-05-01,ARG,CHI,True,False
886,2013-05-01,URU,BRA,True,False
887,2013-05-04,PHI,HKG,False,True
888,2013-05-04,URU,CHI,True,False
889,2013-05-04,JPN,KOR,True,False
890,2013-05-04,ARG,BRA,True,False
891,2013-05-05,LUX,SLO,True,False
892,2013-05-08,LIB,UZB,True,False
893,2013-05-08,PAK,LAO,True,False
894,2013-05-10,UZB,LAO,True,False
895,2013-05-10,LIB,PAK,True,False
896,2013-05-10,UAE,JPN,False,True
897,2013-05-11,KOR,PHI,True,False
898,2013-05-18,KOR,HKG,True,False
899,2013-05-18,GUY,BAR,True,False
900,2013-05-18,PHI,UAE,True,False
901,2013-05-25,JPN,TGA,False,True
902,2013-05-25,BAR,TTO,False,True
903,2013-05-25,CAN,USA,True,False
904,2013-05-26,ENG,BNS,True,False
905,2013-06-01,SWE,POL,True,False
906,2013-06-01,TTO,GUY,True,False
907,2013-06-01,CAY,BER,True,False
908,2013-06-01,BNS,BIL,False,True
909,2013-06-01,FIJ,JPN,True,False
910,2013-06-04,SGP,IND,True,False
911,2013-06-04,MAS,IRI,True,False
912,2013-06-05,GUM,INA,True,False
913,2013-06-05,CHN,QAT,False,True
914,2013-06-05,CAN,FIJ,True,False
915,2013-06-07,CHN,INA,False,True
916,2013-06-07,IND,IRI,False,True
917,2013-06-07,URU,SAP,False,True
918,2013-06-07,GEO,EIR,False,True
919,2013-06-08,SCO,SAM,False,True
920,2013-06-08,ROU,RUS,True,False
921,2013-06-08,ARG,ENG,False,True
922,2013-06-08,CAN,TGA,True,False
923,2013-06-08,ArJ,ITA,False,True
924,2013-06-08,USA,IRE,False,True
925,2013-06-08,RSA,ITA,True,False
926,2013-06-08,JPN,WAL,False,True
927,2013-06-08,QAT,GUM,True,False
928,2013-06-08,SGP,MAS,True,False
929,2013-06-08,NZL,FRA,True,False
930,2013-06-11,TUN,BOT,True,False
931,2013-06-11,GEO,URU,True,False
932,2013-06-11,SEN,NAM,False,True
933,2013-06-11,EIR,SAP,False,True
934,2013-06-12,FIJ,CAB,True,False
935,2013-06-12,ROU,ArJ,True,False
936,2013-06-12,RUS,ITA,False,True
937,2013-06-14,USA,TGA,False,True
938,2013-06-15,SAM,ITA,True,False
939,2013-06-15,JPN,WAL,True,False
940,2013-06-15,BOT,SEN,False,True
941,2013-06-15,RSA,SCO,True,False
942,2013-06-15,ARG,ENG,False,True
943,2013-06-15,NAM,TUN,True,False
944,2013-06-15,KEN,UGA,False,True
945,2013-06-15,NZL,FRA,True,False
946,2013-06-15,CAN,IRE,False,True
947,2013-06-16,ROU,ITA,True,False
948,2013-06-16,ArJ,RUS,True,False
949,2013-06-16,URU,EIR,False,True
950,2013-06-16,GEO,SAP,False,True
951,2013-06-19,JPN,CAN,True,False
952,2013-06-19,FIJ,USA,True,False
953,2013-06-22,ARG,GEO,True,False
954,2013-06-22,RSA,SAM,True,False
955,2013-06-22,AUS,BIL,False,True
956,2013-06-22,NZL,FRA,True,False
957,2013-06-22,SCO,ITA,True,False
958,2013-06-22,UGA,KEN,False,True
959,2013-06-23,TGA,FIJ,False,True
960,2013-06-23,JPN,USA,True,False
961,2013-06-23,CIV,ZAM,True,False
962,2013-06-23,MAR,NIG,True,False
963,2013-06-23,NGR,MRI,True,False
964,2013-06-26,CIV,MRI,True,False
965,2013-06-26,MAR,NGR,True,False
966,2013-06-26,ZAM,NIG,True,False
967,2013-06-29,CIV,MAR,True,False
968,2013-06-29,MRI,NIG,False,True
969,2013-06-29,AUS,BIL,True,False
970,2013-06-29,NGR,ZAM,True,False
971,2013-07-05,CAM,BRU,True,False
972,2013-07-06,AUS,BIL,False,True
973,2013-07-06,COK,PYF,True,False
974,2013-07-06,PNG,SOL,True,False
975,2013-07-07,CAM,BRU,True,False
976,2013-07-09,SOL,COK,False,True
977,2013-07-09,PYF,PNG,False,True
978,2013-07-10,UGA,KEN,False,True
979,2013-07-10,ZIM,MAD,True,False
980,2013-07-13,SOL,PYF,True,False
981,2013-07-13,PNG,COK,False,True
982,2013-07-14,UGA,MAD,False,True
983,2013-07-14,KEN,ZIM,True,False
984,2013-08-17,AUS,NZL,False,True
985,2013-08-17,RSA,ARG,True,False
986,2013-08-17,USA,CAN,False,True
987,2013-08-24,ARG,RSA,False,True
988,2013-08-24,CAN,USA,True,False
989,2013-08-24,SGP,TPE,True,False
990,2013-08-24,NZL,AUS,True,False
991,2013-08-25,COL,VEN,True,False
992,2013-08-25,PAR,PER,True,False
993,2013-08-27,PAR,VEN,True,False
994,2013-08-27,PER,COL,True,False
995,2013-08-30,VEN,PER,True,False
996,2013-08-30,PAR,COL,True,False
997,2013-09-07,AUS,RSA,False,True
998,2013-09-07,POL,SWE,True,False
999,2013-09-07,NZL,ARG,True,False
1000,2013-09-14,NZL,RSA,True,False
1001,2013-09-14,AUS,ARG,True,False
1002,2013-09-28,FIN,GRE,True,False
1003,2013-09-28,RSA,AUS,True,False
1004,2013-09-28,ARG,NZL,False,True
1005,2013-10-05,LUX,ISR,False,True
1006,2013-10-05,BUL,HUN,False,True
1007,2013-10-05,RSA,NZL,False,True
1008,2013-10-05,ARG,AUS,False,True
1009,2013-10-11,USA,ArJ,False,True
1010,2013-10-11,CAN,URU,True,False
1011,2013-10-12,POL,CZE,True,False
1012,2013-10-12,BIH,GRE,False,True
1013,2013-10-12,LAT,SRB,True,False
1014,2013-10-12,FIN,NOR,False,True
1015,2013-10-15,URU,ArJ,False,True
1016,2013-10-15,CAN,USA,False,True
1017,2013-10-19,SRB,ISR,False,True
1018,2013-10-19,NZL,AUS,True,False
1019,2013-10-19,NOR,LUX,False,True
1020,2013-10-19,SWE,CZE,False,True
1021,2013-10-19,AUT,BUL,True,False
1022,2013-10-19,URU,USA,False,True
1023,2013-10-19,CAN,ArJ,False,True
1024,2013-10-26,HUN,SLO,True,False
1025,2013-10-26,ISR,NED,False,True
1026,2013-10-26,UKR,GER,False,True
1027,2013-10-26,LAT,AND,False,True
1028,2013-10-26,SRI,MAD,False,True
1029,2013-10-29,MAD,POL,True,False
1030,2013-11-01,SRI,POL,True,False
1031,2013-11-02,JPN,NZL,False,True
1032,2013-11-02,UKR,SWE,True,False
1033,2013-11-02,LTU,MLT,False,True
1034,2013-11-02,DEN,ISR,False,True
1035,2013-11-02,CRO,SUI,False,True
1036,2013-11-02,ENG,AUS,True,False
1037,2013-11-02,BEL,TUN,True,False
1038,2013-11-03,CAN,MAB,False,True
1039,2013-11-08,SEN,CIV,True,False
1040,2013-11-08,NAM,ZIM,True,False
1041,2013-11-09,USA,MAB,False,True
1042,2013-11-09,FRA,NZL,False,True
1043,2013-11-09,MDA,SWE,True,False
1044,2013-11-09,MLT,CRO,True,False
1045,2013-11-09,CHI,ESP,False,True
1046,2013-11-09,NED,LTU,True,False
1047,2013-11-09,SLO,CYP,False,True
1048,2013-11-09,ITA,AUS,False,True
1049,2013-11-09,GER,POL,True,False
1050,2013-11-09,LUX,BIH,False,True
1051,2013-11-09,ENG,ARG,True,False
1052,2013-11-09,SCO,JPN,True,False
1053,2013-11-09,POR,FIJ,False,True
1054,2013-11-09,GEO,CAN,True,False
1055,2013-11-09,ROU,TGA,True,False
1056,2013-11-09,WAL,RSA,False,True
1057,2013-11-09,IRE,SAM,True,False
1058,2013-11-12,KEN,ZIM,False,True
1059,2013-11-15,RUS,JPN,False,True
1060,2013-11-15,BRA,POR,False,True
1061,2013-11-16,URU,ESP,True,False
1062,2013-11-16,IRE,AUS,False,True
1063,2013-11-16,ROU,CAN,True,False
1064,2013-11-16,NAM,KEN,True,False
1065,2013-11-16,FRA,TGA,True,False
1066,2013-11-16,WAL,ARG,True,False
1067,2013-11-16,FRB,SAM,True,False
1068,2013-11-16,MDA,GER,True,False
1069,2013-11-16,GEO,USA,False,True
1070,2013-11-16,ITA,FIJ,True,False
1071,2013-11-16,ENG,NZL,False,True
1072,2013-11-16,CZE,UKR,False,True
1073,2013-11-17,SVK,AZE,True,False
1074,2013-11-17,SCO,RSA,False,True
1075,2013-11-20,TUR,AZE,True,False
1076,2013-11-22,WAL,TGA,True,False
1077,2013-11-23,FRA,RSA,False,True
1078,2013-11-23,SCO,AUS,False,True
1079,2013-11-23,ROU,FIJ,False,True
1080,2013-11-23,POR,CAN,False,True
1081,2013-11-23,RUS,USA,False,True
1082,2013-11-23,SVK,TUR,False,True
1083,2013-11-23,ITA,ARG,False,True
1084,2013-11-23,GEO,SAM,True,False
1085,2013-11-23,ESP,JPN,False,True
1086,2013-11-23,AND,DEN,True,False
1087,2013-11-24,IRE,NZL,False,True
1088,2013-11-30,CYP,AUT,True,False
1089,2013-11-30,BNS,FIJ,True,False
1090,2013-11-30,WAL,AUS,False,True
1091,2013-12-17,HKG,BEL,True,False
1092,2013-12-21,HKG,BEL,True,False
1093,2014-02-01,FRA,ENG,True,False
1094,2014-02-01,ESP,RUS,False,True
1095,2014-02-01,WAL,ITA,True,False
1096,2014-02-01,ROU,POR,True,False
1097,2014-02-01,GEO,BEL,True,False
1098,2014-02-02,IRE,SCO,True,False
1099,2014-02-08,SCO,ENG,False,True
1100,2014-02-08,ESP,BEL,True,False
1101,2014-02-08,POR,GEO,False,True
1102,2014-02-08,IRE,WAL,True,False
1103,2014-02-08,RUS,ROU,False,True
1104,2014-02-09,FRA,ITA,True,False
1105,2014-02-21,WAL,FRA,True,False
1106,2014-02-22,LES,SWZ,True,False
1107,2014-02-22,ENG,IRE,True,False
1108,2014-02-22,BEL,POR,False,True
1109,2014-02-22,GEO,RUS,True,False
1110,2014-02-22,ROU,ESP,True,False
1111,2014-02-22,ITA,SCO,False,True
1112,2014-03-04,SAM,TGA,True,False
1113,2014-03-08,SCO,FRA,False,True
1114,2014-03-08,RUS,POR,True,False
1115,2014-03-08,ROU,BEL,True,False
1116,2014-03-08,IRE,ITA,True,False
1117,2014-03-08,ESP,GEO,False,True
1118,2014-03-09,ENG,WAL,True,False
1119,2014-03-11,PAM,SAM,True,False
1120,2014-03-15,ITA,ENG,False,True
1121,2014-03-15,GEO,ROU,True,False
1122,2014-03-15,WAL,SCO,True,False
1123,2014-03-15,FRA,IRE,False,True
1124,2014-03-15,BEL,RUS,False,True
1125,2014-03-15,POR,ESP,False,True
1126,2014-03-18,JPN,FIJ,False,True
1127,2014-03-19,PAM,TGA,True,False
1128,2014-03-23,FIJ,TGA,True,False
1129,2014-03-29,AND,SRB,True,False
1130,2014-03-29,USA,URU,True,False
1131,2014-04-05,POL,MDA,False,True
1132,2014-04-05,MLT,NED,False,True
1133,2014-04-05,GER,CZE,True,False
1134,2014-04-12,ISR,AND,True,False
1135,2014-04-12,SRB,DEN,False,True
1136,2014-04-12,SLO,BUL,True,False
1137,2014-04-12,HUN,AUT,True,False
1138,2014-04-12,NED,CRO,True,False
1139,2014-04-12,SUI,MLT,False,True
1140,2014-04-12,MDA,UKR,True,False
1141,2014-04-19,BIH,NOR,True,False
1142,2014-04-19,CRO,LTU,True,False
1143,2014-04-23,UAE,SGP,False,True
1144,2014-04-26,CZE,MDA,True,False
1145,2014-04-26,LTU,SUI,True,False
1146,2014-04-26,SWE,GER,False,True
1147,2014-04-26,KOR,SRI,True,False
1148,2014-04-26,MEX,BER,True,False
1149,2014-04-26,BRA,CHI,True,False
1150,2014-04-26,GRE,LUX,False,True
1151,2014-04-26,UKR,POL,True,False
1152,2014-04-26,LAT,ISR,True,False
1153,2014-04-26,PAR,URU,False,True
1154,2014-04-26,BUL,CYP,False,True
1155,2014-04-26,HKG,PHI,True,False
1156,2014-05-03,BRA,URU,False,True
1157,2014-05-03,DEN,LAT,False,True
1158,2014-05-03,AUT,SLO,True,False
1159,2014-05-03,CHI,PAR,True,False
1160,2014-05-03,BAH,CAY,False,True
1161,2014-05-03,PHI,JPN,False,True
1162,2014-05-03,SRI,HKG,False,True
1163,2014-05-10,URU,CHI,True,False
1164,2014-05-10,HKG,KOR,True,False
1165,2014-05-10,KAZ,TPE,True,False
1166,2014-05-10,JPN,SRI,True,False
1167,2014-05-10,NED,GER,False,True
1168,2014-05-10,PAR,BRA,True,False
1169,2014-05-10,LUX,FIN,True,False
1170,2014-05-10,CUW,LCA,True,False
1171,2014-05-10,NOR,GRE,True,False
1172,2014-05-17,IVB,VIN,False,True
1173,2014-05-17,CYP,HUN,True,False
1174,2014-05-17,JAM,TCA,True,False
1175,2014-05-17,BAR,GUY,False,True
1176,2014-05-17,BAH,MEX,False,True
1177,2014-05-17,KOR,JPN,False,True
1178,2014-05-17,SRI,PHI,False,True
1179,2014-05-17,URU,ARG,False,True
1180,2014-05-20,THA,QAT,False,True
1181,2014-05-20,MAS,IRI,True,False
1182,2014-05-23,IRI,THA,True,False
1183,2014-05-23,MAS,QAT,True,False
1184,2014-05-24,TTO,BAR,True,False
1185,2014-05-24,SWZ,LES,True,False
1186,2014-05-24,PHI,KOR,False,True
1187,2014-05-24,GER,RUS,False,True
1188,2014-05-25,JPN,HKG,True,False
1189,2014-05-25,CHI,ARG,False,True
1190,2014-05-29,GUM,LAO,True,False
1191,2014-05-29,INA,CHN,False,True
1192,2014-05-30,JPN,SAM,True,False
1193,2014-05-31,TCA,BAH,False,True
1194,2014-05-31,LAO,INA,False,True
1195,2014-05-31,GUM,CHN,False,True
1196,2014-05-31,FIN,BIH,True,False
1197,2014-06-01,ENG,BNS,False,True
1198,2014-06-07,USA,SCO,False,True
1199,2014-06-07,ARG,IRE,False,True
1200,2014-06-07,GUY,TTO,True,False
1201,2014-06-07,RSA,WXV,True,False
1202,2014-06-07,CAN,JPN,False,True
1203,2014-06-07,NZL,ENG,True,False
1204,2014-06-07,FIJ,ITA,True,False
1205,2014-06-07,BIH,AUT,False,True
1206,2014-06-07,JAM,MEX,False,True
1207,2014-06-07,BER,CAY,False,True
1208,2014-06-07,AUS,FRA,True,False
1209,2014-06-08,IVB,LCA,False,True
1210,2014-06-08,VIN,CUW,False,True
1211,2014-06-10,TUN,SEN,True,False
1212,2014-06-10,UGA,CIV,False,True
1213,2014-06-13,EIR,RUS,True,False
1214,2014-06-13,ROU,URU,True,False
1215,2014-06-14,USA,JPN,False,True
1216,2014-06-14,ARG,IRE,False,True
1217,2014-06-14,CAN,SCO,False,True
1218,2014-06-14,RSA,WAL,True,False
1219,2014-06-14,ITA,ArJ,False,True
1220,2014-06-14,FIJ,TGA,True,False
1221,2014-06-14,AUS,FRA,True,False
1222,2014-06-14,NZL,ENG,True,False
1223,2014-06-14,SAM,ITA,True,False
1224,2014-06-14,CIV,TUN,False,True
1225,2014-06-14,UGA,SEN,False,True
1226,2014-06-14,GEO,ESP,True,False
1227,2014-06-15,BOT,SWZ,True,False
1228,2014-06-15,NGR,ZAM,False,True
1229,2014-06-17,BRU,MGL,False,True
1230,2014-06-18,NGR,SWZ,True,False
1231,2014-06-18,ZAM,MRI,False,True
1232,2014-06-18,GEO,ArJ,False,True
1233,2014-06-18,ITA,ESP,True,False
1234,2014-06-18,ROU,RUS,True,False
1235,2014-06-18,EIR,URU,True,False
1236,2014-06-19,CAM,MGL,False,True
1237,2014-06-19,IND,UZB,False,True
1238,2014-06-19,LIB,PAK,True,False
1239,2014-06-20,ARG,SCO,False,True
1240,2014-06-21,USA,CAN,True,False
1241,2014-06-21,BOT,ZAM,True,False
1242,2014-06-21,RSA,WAL,True,False
1243,2014-06-21,BRU,CAM,False,True
1244,2014-06-21,MRI,SWZ,True,False
1245,2014-06-21,AUS,FRA,True,False
1246,2014-06-21,JPN,ITA,True,False
1247,2014-06-21,FIJ,SAM,False,True
1248,2014-06-21,LAT,CRO,False,True
1249,2014-06-21,LCA,VIN,True,False
1250,2014-06-21,CUW,IVB,True,False
1251,2014-06-21,NZL,ENG,True,False
1252,2014-06-22,ArJ,ESP,True,False
1253,2014-06-22,LIB,UZB,True,False
1254,2014-06-22,ROU,EIR,False,True
1255,2014-06-22,RUS,URU,False,True
1256,2014-06-22,IND,PAK,True,False
1257,2014-06-22,GEO,ITA,True,False
1258,2014-06-28,BAH,JAM,False,True
1259,2014-06-28,MEX,TCA,True,False
1260,2014-06-28,FIJ,COK,True,False
1261,2014-06-28,KEN,NAM,True,False
1262,2014-06-28,MAD,ZIM,False,True
1263,2014-06-28,RSA,SCO,True,False
1264,2014-07-02,NAM,ZIM,True,False
1265,2014-07-02,MAD,KEN,False,True
1266,2014-07-06,KEN,ZIM,False,True
1267,2014-07-06,MAD,NAM,False,True
1268,2014-07-12,UGA,KEN,True,False
1269,2014-07-19,KEN,UGA,True,False
1270,2014-08-02,RUS,ZIM,True,False
1271,2014-08-02,URU,HKG,True,False
1272,2014-08-16,RSA,ARG,True,False
1273,2014-08-23,NZL,AUS,True,False
1274,2014-08-23,ARG,RSA,False,True
1275,2014-08-31,PER,VEN,False,True
1276,2014-08-31,COL,ECU,True,False
1277,2014-09-03,VEN,ECU,True,False
1278,2014-09-03,COL,PER,True,False
1279,2014-09-06,POL,SWE,True,False
1280,2014-09-06,COL,VEN,True,False
1281,2014-09-06,AUS,RSA,True,False
1282,2014-09-06,NZL,ARG,True,False
1283,2014-09-06,ECU,PER,False,True
1284,2014-09-13,NZL,RSA,True,False
1285,2014-09-13,AUS,ARG,True,False
1286,2014-09-20,CUW,BAR,False,True
1287,2014-09-27,RUS,URU,True,False
1288,2014-09-27,RSA,AUS,True,False
1289,2014-09-27,ARG,NZL,False,True
1290,2014-10-04,EST,BLR,True,False
1291,2014-10-04,FIN,NOR,True,False
1292,2014-10-04,BIH,BUL,True,False
1293,2014-10-04,RSA,NZL,True,False
1294,2014-10-04,ARG,AUS,True,False
1295,2014-10-05,PAN,CRC,False,True
1296,2014-10-05,GUA,ESA,True,False
1297,2014-10-08,CRC,ESA,False,True
1298,2014-10-08,GUA,PAN,True,False
1299,2014-10-11,ESA,PAN,True,False
1300,2014-10-11,GUA,CRC,False,True
1301,2014-10-11,AUT,DEN,True,False
1302,2014-10-11,URU,RUS,True,False
1303,2014-10-11,USA,ArJ,False,True
1304,2014-10-11,CAN,URU,True,False
1305,2014-10-15,URU,ArJ,False,True
1306,2014-10-15,CAN,USA,False,True
1307,2014-10-18,POL,NED,True,False
1308,2014-10-18,SLO,SRB,True,False
1309,2014-10-18,AUS,NZL,False,True
1310,2014-10-18,SWE,UKR,False,True
1311,2014-10-18,NOR,FIN,True,False
1312,2014-10-18,AND,LTU,False,True
1313,2014-10-19,URU,USA,False,True
1314,2014-10-19,CAN,ArJ,False,True
1315,2014-10-25,SRB,LUX,False,True
1316,2014-10-25,ISR,SUI,False,True
1317,2014-10-25,DEN,SLO,False,True
1318,2014-10-25,LTU,HUN,True,False
